position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,threat,total_points,transfers_in,transfers_out,value,was_home,yellow_cards
DEF,Leeds,1.0,0,0,6,0,0.0,563,226,0,0,0.0,0.0,0,14,0,0,0,0,0,29466,0.0,1,82,1054,40,True,0
DEF,Southampton,3.3,0,0,12,0,0.1,343,229,1,0,6.5,24.6,70,12,0,0,0,0,0,94132,40.0,2,12353,6497,44,True,1
MID,Brighton,2.3,0,0,24,0,1.0,73,227,1,0,1.3,12.0,61,9,0,0,0,0,0,2591,0.0,3,66,56,48,False,0
GK,Leicester,1.0,0,0,6,0,0.0,573,227,0,0,0.0,0.0,0,4,0,0,0,0,0,5967,0.0,1,48,187,40,True,0
MID,Watford,1.0,0,0,6,0,0.0,385,230,0,0,0.0,0.0,0,15,0,0,0,0,0,552,0.0,1,0,3,50,True,0
MID,Watford,1.0,0,0,6,0,0.0,385,164,0,0,0.0,0.0,0,5,0,0,0,0,0,552,0.0,1,0,3,50,False,0
DEF,Arsenal,3.4,0,0,6,0,0.0,695,221,0,0,0.0,0.0,0,5,0,0,0,0,0,0,0.0,1,0,0,40,True,0
MID,Liverpool,11.5,0,2,36,0,3.6,232,224,1,1,7.2,40.6,90,7,0,0,0,0,0,62432,28.0,10,4837,1074,54,False,0
DEF,Everton,1.0,0,0,6,0,0.0,570,225,0,0,0.0,0.0,0,2,0,0,0,0,0,873,0.0,1,0,4,40,True,0
MID,Brentford,1.0,0,0,6,0,0.0,628,222,0,0,0.0,0.0,0,20,0,0,0,0,0,235,0.0,1,16,16,45,True,0
DEF,Brentford,1.5,0,0,10,0,0.4,76,222,2,0,1.4,7.2,90,20,0,0,0,0,0,625289,6.0,1,5571,30841,46,True,1
MID,Wolves,8.5,1,3,51,0,31.7,426,222,1,1,12.2,72.8,90,3,0,0,0,0,0,62466,17.0,14,7529,4570,49,False,0
GK,Wolves,1.0,0,0,6,0,0.0,621,222,0,0,0.0,0.0,0,3,0,0,0,0,0,12202,0.0,1,156,485,40,False,0
GK,Everton,1.0,0,0,6,0,0.0,481,225,0,0,0.0,0.0,0,2,0,0,0,0,0,246111,0.0,1,631,5984,40,True,0
DEF,Man City,10.5,0,2,33,0,2.8,259,229,1,1,8.5,56.2,90,16,0,0,0,0,0,650166,26.0,11,146217,18314,57,False,0
DEF,Arsenal,2.0,0,0,6,0,0.0,466,221,0,0,0.0,0.0,0,5,0,0,0,0,0,38934,0.0,1,614,2847,43,True,0
DEF,Liverpool,2.0,0,0,6,0,0.0,245,224,0,0,0.0,0.0,0,7,0,0,0,0,0,1089519,0.0,1,38168,55456,37,False,0
MID,Newcastle,1.0,0,0,6,0,0.0,304,226,0,0,0.0,0.0,0,10,0,0,0,0,0,34326,0.0,1,533,1524,47,False,0
MID,Chelsea,4.5,1,0,29,1,65.2,138,223,0,0,13.6,29.0,90,17,0,0,0,0,0,2019018,42.0,7,36964,349934,77,True,0
MID,Brentford,2.0,0,0,8,0,0.3,524,222,1,0,0.2,0.0,32,20,0,0,0,0,0,7952,3.0,2,329,1306,59,True,0
MID,Arsenal,3.2,0,0,6,0,0.0,692,221,0,0,0.0,0.0,0,5,0,0,0,0,0,0,0.0,1,0,0,45,True,0
FWD,Man Utd,2.0,0,0,13,1,28.4,579,228,0,0,8.4,12.4,90,19,0,0,0,0,0,2568932,43.0,3,38613,309169,125,True,0
FWD,Burnley,4.3,0,0,6,0,0.0,700,221,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,1,0,0,65,False,0
FWD,Burnley,4.3,0,0,12,1,2.0,700,164,0,0,3.1,3.2,90,18,0,0,0,0,0,0,26.0,3,0,0,65,True,0
MID,Man Utd,1.3,0,0,6,0,0.0,282,228,0,0,0.0,0.0,0,19,0,0,0,0,0,17882,0.0,1,276,1010,57,True,0
FWD,Liverpool,1.0,0,0,6,0,0.0,235,224,0,0,0.0,0.0,0,7,0,0,0,0,0,86950,0.0,1,448,4714,48,False,0
DEF,Norwich,1.3,0,0,6,0,0.0,457,230,0,0,0.0,0.0,0,18,0,0,0,0,0,5592,0.0,1,76,91,44,False,0
MID,Everton,1.0,0,0,6,0,0.0,42,225,0,0,0.0,0.0,0,2,0,0,0,0,0,30533,0.0,1,151,1238,56,True,0
DEF,Southampton,2.7,0,0,23,0,1.1,342,229,1,1,5.9,40.8,90,12,0,0,0,0,0,37350,17.0,9,633,1291,48,True,0
MID,Southampton,0.0,0,0,2,0,0.0,517,229,1,0,0.0,0.2,45,12,0,0,0,0,0,8492,0.0,1,20,619,54,True,1
DEF,Watford,1.6,0,0,21,0,10.3,384,230,3,0,3.2,20.0,90,15,0,0,0,0,0,4071,2.0,2,74,57,43,True,0
DEF,Watford,1.6,0,0,6,0,0.0,384,164,0,0,0.0,0.0,0,5,0,0,0,0,0,4071,0.0,1,74,57,43,False,0
FWD,Watford,1.0,0,0,6,0,0.0,383,230,0,0,0.0,0.0,0,15,0,0,0,0,0,5094,0.0,1,0,25,54,True,0
FWD,Watford,1.0,0,0,6,0,0.0,383,164,0,0,0.0,0.0,0,5,0,0,0,0,0,5094,0.0,1,0,25,54,False,0
DEF,Liverpool,2.0,0,0,6,0,0.0,243,224,0,0,0.0,0.0,0,7,0,0,0,0,0,103020,0.0,1,1234,2736,51,False,0
FWD,Crystal Palace,3.0,1,0,24,0,10.8,159,224,2,0,5.9,25.4,76,11,0,0,0,0,0,10909,23.0,6,1047,1090,52,True,0
MID,Aston Villa,1.0,0,0,6,0,0.0,638,225,0,0,0.0,0.0,0,8,0,0,0,0,0,198,0.0,1,29,15,45,False,0
FWD,Spurs,0.5,0,0,6,0,0.0,520,223,0,0,0.0,0.0,0,6,0,0,0,0,0,197619,0.0,1,2713,7841,45,False,0
GK,Arsenal,10.0,0,2,32,1,0.0,559,221,0,0,1.2,12.0,90,5,0,0,0,0,1,1684136,0.0,9,66538,31551,51,True,0
DEF,Leicester,2.5,0,0,20,0,1.8,219,227,1,0,3.2,19.8,90,4,0,0,0,0,0,71211,10.0,3,2168,3665,43,True,0
MID,Everton,1.5,0,0,8,0,0.0,630,225,0,0,1.9,1.2,25,2,0,0,0,0,0,314,18.0,2,17,17,45,True,0
DEF,Man Utd,1.0,0,0,6,0,0.0,632,228,0,0,0.0,0.0,0,19,0,0,0,0,0,2428,0.0,1,166,386,45,True,0
DEF,Leeds,2.0,0,0,26,0,1.4,190,226,1,0,2.8,26.4,90,14,0,0,0,0,0,28832,0.0,2,2505,1485,45,True,1
DEF,Leeds,2.5,0,0,14,0,11.7,194,226,1,0,4.9,7.8,90,14,0,0,0,0,0,12142,29.0,3,126985,123300,43,True,0
MID,Arsenal,5.0,0,0,20,1,15.0,478,221,0,0,3.6,12.6,90,5,0,0,0,0,0,11275,8.0,4,171,255,48,True,0
FWD,Leeds,1.0,0,0,6,0,0.0,550,226,0,0,0.0,0.0,0,14,0,0,0,0,0,156271,0.0,1,3096,8621,45,True,0
DEF,Crystal Palace,0.0,0,0,6,0,0.0,161,224,0,0,0.0,0.0,0,11,0,0,0,0,0,780,0.0,1,47,44,45,True,0
FWD,Arsenal,4.0,0,0,14,1,35.5,6,221,0,0,7.5,7.4,90,5,0,0,0,0,0,412098,32.0,3,69594,30879,84,True,0
MID,Man City,11.5,1,3,34,0,50.8,251,229,1,0,11.2,32.2,90,16,0,0,0,0,0,1275355,29.0,9,549671,18977,121,False,0
MID,Liverpool,1.0,0,0,6,0,0.0,233,224,0,0,0.0,0.0,0,7,0,0,0,0,0,3205253,0.0,1,10197,581023,127,False,0
MID,Man City,4.0,0,0,0,0,5.2,255,229,1,0,3.5,3.0,59,16,0,0,0,0,0,353962,27.0,2,74699,29855,107,False,0
MID,Norwich,1.0,0,0,6,0,0.0,683,230,0,0,0.0,0.0,0,18,0,0,0,0,0,112,0.0,1,85,41,45,False,0
MID,Crystal Palace,1.0,0,0,6,0,0.0,154,224,0,0,0.0,0.0,0,11,0,0,0,0,0,365807,0.0,1,111,21381,68,True,0
DEF,Man City,2.0,0,0,6,0,0.0,651,229,0,0,0.0,0.0,0,16,0,0,0,0,0,517,0.0,1,32,28,40,False,0
GK,Newcastle,0.5,0,0,6,0,0.0,513,226,0,0,0.0,0.0,0,10,0,0,0,0,0,28408,0.0,1,156,594,43,False,0
GK,Brighton,3.7,0,1,29,0,0.0,69,227,1,0,3.7,36.6,90,9,0,0,0,0,4,1629926,0.0,5,24674,39501,46,False,0
DEF,Southampton,0.0,0,0,6,0,0.0,665,229,0,0,0.0,0.0,0,12,0,0,0,0,0,433,0.0,1,40,33,40,True,0
DEF,Liverpool,2.0,0,0,6,0,0.0,246,224,0,0,0.0,0.0,0,7,0,0,0,0,0,63654,0.0,1,2560,2055,38,False,0
DEF,Burnley,12.0,0,0,29,1,10.2,106,221,0,0,5.5,22.8,90,1,0,0,0,0,0,54951,22.0,7,133988,125046,48,False,0
DEF,Burnley,12.0,0,0,29,1,1.0,106,164,0,0,2.5,18.0,90,18,0,0,0,0,0,54951,6.0,7,133988,125046,48,True,0
DEF,Leeds,3.0,0,0,19,0,1.8,198,226,1,0,3.4,32.4,90,14,0,0,0,0,0,10980,0.0,3,557,193,43,True,0
MID,Everton,1.0,0,0,6,0,0.0,176,225,0,0,0.0,0.0,0,2,0,0,0,0,0,5832,0.0,1,23,122,48,True,0
GK,Wolves,1.0,0,0,6,0,0.0,611,222,0,0,0.0,0.0,0,3,0,0,0,0,0,15369,0.0,1,16691,16903,40,False,0
DEF,Arsenal,1.0,0,0,6,0,0.0,24,221,0,0,0.0,0.0,0,5,0,0,0,0,0,55,0.0,1,0,0,45,True,0
MID,Everton,1.0,0,0,6,0,0.0,174,225,0,0,0.0,0.0,0,2,0,0,0,0,0,14318,0.0,1,36,653,58,True,0
GK,Chelsea,1.0,0,0,6,0,0.0,143,223,0,0,0.0,0.0,0,17,0,0,0,0,0,1031379,0.0,1,489,115634,61,True,0
DEF,Spurs,1.0,0,0,6,0,0.0,358,223,0,0,0.0,0.0,0,6,0,0,0,0,0,14421,0.0,1,0,42,49,False,0
MID,Watford,1.0,0,0,6,0,0.0,557,230,0,0,0.0,0.0,0,15,0,0,0,0,0,1642,0.0,1,47,67,50,True,0
MID,Watford,1.0,0,0,6,0,0.0,557,164,0,0,0.0,0.0,0,5,0,0,0,0,0,1642,0.0,1,47,67,50,False,0
DEF,Crystal Palace,1.5,0,0,26,0,0.7,477,224,3,0,2.2,21.2,90,11,0,0,0,0,0,138036,0.0,2,2728,10805,45,True,0
FWD,Burnley,2.0,0,0,15,1,11.7,111,221,0,0,3.9,9.6,90,1,0,0,0,0,0,32649,18.0,3,1327,2828,52,False,0
FWD,Burnley,2.0,0,0,6,0,0.0,111,164,0,0,0.0,0.0,0,18,0,0,0,0,0,32649,0.0,1,1327,2828,52,True,0
DEF,Chelsea,1.0,0,0,6,0,0.0,139,223,0,0,0.0,0.0,0,17,0,0,0,0,0,3329,0.0,1,0,14,45,True,0
FWD,Brentford,1.2,0,0,10,0,0.3,88,222,0,0,0.2,0.2,11,20,0,0,0,0,0,10333,1.0,2,285,681,53,True,0
MID,Norwich,1.0,0,0,6,0,0.0,325,230,0,0,0.0,0.0,0,18,0,0,0,0,0,17836,0.0,1,299,298,53,False,0
FWD,Leeds,1.8,0,0,9,0,0.5,577,226,0,0,0.5,2.0,10,14,0,0,0,0,0,170232,2.0,2,5107,33318,46,True,0
MID,West Ham,9.3,0,0,11,0,16.9,420,228,1,0,3.3,8.0,90,13,0,0,0,0,0,2507157,8.0,3,324823,53674,68,False,0
FWD,Arsenal,1.0,0,0,6,0,0.0,530,221,0,0,0.0,0.0,0,5,0,0,0,0,0,26871,0.0,1,0,1379,47,True,0
DEF,Man City,1.0,0,0,6,0,0.0,253,229,0,0,0.0,0.0,0,16,0,0,0,0,0,29794,0.0,1,75,163,52,False,0
MID,Arsenal,1.0,0,0,6,0,0.0,3,221,0,0,0.0,0.0,0,5,0,0,0,0,0,6835,0.0,1,0,15,63,True,0
MID,Newcastle,0.5,0,0,6,0,0.0,599,226,0,0,0.0,0.0,0,10,0,0,0,0,0,8533,0.0,1,16704,16363,44,False,0
MID,Wolves,3.0,0,0,9,0,0.3,461,222,0,0,0.1,0.2,1,3,0,0,0,0,0,27090,0.0,2,506,463,56,False,0
MID,West Ham,3.0,0,0,14,0,3.9,416,228,1,0,1.1,5.0,90,13,0,0,0,0,0,70250,2.0,3,6966,16705,58,False,0
MID,Watford,5.0,0,0,12,0,23.3,354,230,3,0,3.9,4.0,90,15,0,0,0,0,0,218094,12.0,3,13884,13172,44,True,0
MID,Watford,5.0,0,0,20,1,15.1,354,164,0,0,3.8,22.6,90,5,0,0,0,0,0,218094,0.0,4,13884,13172,44,False,0
DEF,Burnley,0.0,0,0,6,0,0.0,565,221,0,0,0.0,0.0,0,1,0,0,0,0,0,8178,0.0,1,193,166,39,False,0
DEF,Burnley,0.0,0,0,6,0,0.0,565,164,0,0,0.0,0.0,0,18,0,0,0,0,0,8178,0.0,1,193,166,39,True,0
MID,Crystal Palace,0.5,0,0,6,0,0.0,152,224,0,0,0.0,0.0,0,11,0,0,0,0,0,3806,0.0,1,42,82,53,True,0
MID,Leeds,1.5,0,0,6,0,0.0,658,226,0,0,0.0,0.0,0,14,0,0,0,0,0,450,0.0,1,98,53,45,True,0
MID,Chelsea,1.5,0,0,6,0,0.0,132,223,0,0,0.0,0.0,0,17,0,0,0,0,0,9637,0.0,1,85,378,54,True,0
DEF,Brentford,1.0,0,0,6,0,0.0,498,222,0,0,0.0,0.0,0,20,0,0,0,0,0,4267,0.0,1,54,54,44,True,0
DEF,Norwich,1.0,0,0,6,0,0.0,580,230,0,0,0.0,0.0,0,18,0,0,0,0,0,4776,0.0,1,112,154,44,False,0
MID,Leeds,1.5,0,0,6,0,0.0,576,226,0,0,0.0,0.0,0,14,0,0,0,0,0,1245,0.0,1,11,26,45,True,0
GK,Arsenal,1.0,0,0,6,0,0.0,2,221,0,0,0.0,0.0,0,5,0,0,0,0,0,53461,0.0,1,0,854,40,True,0
GK,Wolves,1.0,0,0,6,0,0.0,427,222,0,0,0.0,0.0,0,3,0,0,0,0,0,1328,0.0,1,0,9,50,False,0
MID,Crystal Palace,1.5,0,0,11,0,10.6,160,224,1,0,1.5,4.4,22,11,0,0,0,0,0,5763,0.0,2,110813,110236,59,True,0
DEF,Man City,2.0,0,0,6,0,0.0,604,229,0,0,0.0,0.0,0,16,0,0,0,0,0,8676,0.0,1,655,616,39,False,0
MID,Watford,1.0,0,0,6,0,0.0,402,230,0,0,0.0,0.0,0,15,0,0,0,0,0,1083,0.0,1,0,9,45,True,0
MID,Watford,1.0,0,0,6,0,0.0,402,164,0,0,0.0,0.0,0,5,0,0,0,0,0,1083,0.0,1,0,9,45,False,0
MID,Burnley,2.0,0,0,6,0,0.0,102,221,0,0,0.0,0.0,0,1,0,0,0,0,0,1691,0.0,1,78,85,44,False,0
MID,Burnley,2.0,0,0,12,1,12.0,102,164,0,0,2.2,9.0,90,18,0,0,0,0,0,1691,1.0,3,78,85,44,True,1
MID,Everton,1.0,0,0,6,0,0.0,166,225,0,0,0.0,0.0,0,2,0,0,0,0,0,43179,0.0,1,0,140,69,True,0
MID,Everton,1.0,0,0,6,0,0.0,613,225,0,0,0.0,0.0,0,2,0,0,0,0,0,1147,0.0,1,29,42,45,True,0
FWD,Brighton,1.0,0,0,6,0,0.0,595,227,0,0,0.0,0.0,0,9,0,0,0,0,0,120189,0.0,1,0,15975,44,False,0
FWD,Newcastle,0.5,0,0,6,0,0.0,300,226,0,0,0.0,0.0,0,10,0,0,0,0,0,12935,0.0,1,376,582,52,False,0
MID,Leeds,5.5,0,0,14,0,22.2,196,226,1,0,6.9,4.0,90,14,0,0,0,0,0,1573574,43.0,3,258044,34917,66,True,0
MID,Aston Villa,5.5,0,0,8,1,11.4,681,225,0,0,3.7,3.8,73,8,0,0,0,0,0,784155,22.0,4,680291,15325,70,False,0
DEF,West Ham,3.7,0,0,6,0,0.0,424,228,0,0,0.0,0.0,0,13,0,0,0,0,0,45632,0.0,1,1440,3211,43,False,0
FWD,Chelsea,1.0,0,0,6,0,0.0,126,223,0,0,0.0,0.0,0,17,0,0,0,0,0,4508,0.0,1,0,18,55,True,0
MID,Wolves,5.0,0,2,39,0,13.5,436,222,1,1,9.2,63.0,90,3,0,0,0,0,0,73639,15.0,9,424,4413,53,False,1
MID,Chelsea,3.2,0,0,16,1,23.8,125,223,0,0,3.6,12.2,90,17,0,0,0,0,0,209348,0.0,4,7037,15308,50,True,0
GK,Brentford,1.0,0,0,6,0,0.0,619,222,0,0,0.0,0.0,0,20,0,0,0,0,0,5217,0.0,1,129630,128631,40,True,0
MID,Crystal Palace,5.0,0,0,5,0,0.5,144,224,3,0,1.1,0.0,90,11,0,0,0,0,0,1597225,13.0,2,106327,59051,61,True,1
DEF,Watford,1.0,0,0,6,0,0.0,633,230,0,0,0.0,0.0,0,15,0,0,0,0,0,1975,0.0,1,142,180,40,True,0
DEF,Watford,1.0,0,0,6,0,0.0,633,164,0,0,0.0,0.0,0,5,0,0,0,0,0,1975,0.0,1,142,180,40,False,0
FWD,Man Utd,1.3,0,0,8,0,1.6,278,228,0,0,0.6,0.0,8,19,0,0,0,0,0,50113,6.0,2,355,654,76,True,0
MID,Leeds,1.5,0,0,6,0,0.0,551,226,0,0,0.0,0.0,0,14,0,0,0,0,0,4406,0.0,1,34,95,45,True,0
DEF,Brentford,1.8,0,0,11,0,0.3,83,222,0,0,0.3,2.2,25,20,0,0,0,0,0,88257,0.0,2,1051,3104,45,True,0
MID,Spurs,4.0,0,0,21,0,18.3,366,223,2,0,4.1,15.8,88,6,0,0,0,0,0,107484,7.0,3,3734,3855,44,False,0
DEF,West Ham,1.0,0,0,6,0,0.0,617,228,0,0,0.0,0.0,0,13,0,0,0,0,0,4092,0.0,1,65,133,40,False,0
MID,Brighton,1.0,0,0,6,0,0.0,57,227,0,0,0.0,0.0,0,9,0,0,0,0,0,41,0.0,1,0,1,45,False,0
DEF,West Ham,1.0,0,0,6,0,0.0,521,228,0,0,0.0,0.0,0,13,0,0,0,0,0,12102,0.0,1,0,136,40,False,0
FWD,Leeds,2.5,0,0,15,0,12.5,187,226,1,0,5.5,13.0,90,14,0,0,0,0,0,79476,29.0,2,3089,1350,62,True,1
DEF,Spurs,0.9,0,0,6,0,0.0,494,223,0,0,0.0,0.0,0,6,0,0,0,0,0,19108,0.0,1,118,169,48,False,0
DEF,Leicester,1.0,0,0,6,0,0.0,639,227,0,0,0.0,0.0,0,4,0,0,0,0,0,761,0.0,1,58,55,40,True,0
FWD,Newcastle,1.0,0,0,6,0,0.0,296,226,0,0,0.0,0.0,0,10,0,0,0,0,0,124964,0.0,1,147,16798,72,False,0
DEF,Liverpool,4.8,0,0,18,0,11.8,224,224,1,0,2.6,10.0,90,7,0,0,0,0,0,210811,4.0,3,8581,11665,49,False,0
MID,Watford,1.0,0,0,6,0,0.0,378,230,0,0,0.0,0.0,0,15,0,0,0,0,0,2592,0.0,1,43,78,47,True,0
MID,Watford,1.0,0,0,6,0,0.0,378,164,0,0,0.0,0.0,0,5,0,0,0,0,0,2592,0.0,1,43,78,47,False,0
DEF,Liverpool,9.0,0,0,34,0,0.8,229,224,1,1,6.5,47.6,90,7,0,0,0,0,0,1430604,17.0,9,48137,20246,66,False,0
DEF,Watford,1.0,0,0,6,0,0.0,401,230,0,0,0.0,0.0,0,15,0,0,0,0,0,35,0.0,1,0,0,45,True,0
DEF,Watford,1.0,0,0,6,0,0.0,401,164,0,0,0.0,0.0,0,5,0,0,0,0,0,35,0.0,1,0,0,45,False,0
MID,West Ham,1.0,0,0,6,0,0.0,419,228,0,0,0.0,0.0,0,13,0,0,0,0,0,1106359,0.0,1,692,145293,59,False,0
DEF,Norwich,3.0,0,0,28,1,1.0,326,230,0,0,1.7,16.4,90,18,0,0,0,0,0,89481,0.0,7,340,3398,43,False,0
FWD,Brighton,1.0,0,0,6,0,0.0,655,227,0,0,0.0,0.0,0,9,0,0,0,0,0,3983,0.0,1,17548,17110,45,False,0
MID,Everton,3.0,0,0,13,0,15.0,484,225,1,0,6.1,11.6,90,2,0,0,0,0,0,936048,34.0,3,16211,131457,55,True,0
DEF,Chelsea,4.8,0,1,33,1,0.9,127,223,0,0,1.6,12.8,90,17,0,0,0,0,0,2223643,2.0,8,66855,122851,62,True,0
MID,Leeds,1.5,0,0,6,0,0.0,601,226,0,0,0.0,0.0,0,14,0,0,0,0,0,35702,0.0,1,5993,3713,43,True,0
MID,Watford,1.0,0,0,6,0,0.0,392,230,0,0,0.0,0.0,0,15,0,0,0,0,0,261,0.0,1,0,0,55,True,0
MID,Watford,1.0,0,0,6,0,0.0,392,164,0,0,0.0,0.0,0,5,0,0,0,0,0,261,0.0,1,0,0,55,False,0
GK,Man Utd,1.0,0,0,6,0,0.0,280,228,0,0,0.0,0.0,0,19,0,0,0,0,0,35274,0.0,1,119,343,47,True,0
MID,Arsenal,3.2,0,0,6,0,0.0,693,221,0,0,0.0,0.0,0,5,0,0,0,0,0,0,0.0,1,0,0,45,True,0
DEF,Newcastle,4.5,0,0,29,1,0.0,299,226,0,0,2.1,19.0,68,10,0,0,0,0,0,17932,2.0,7,928,1304,44,False,0
GK,West Ham,1.0,0,0,6,0,0.0,407,228,0,0,0.0,0.0,0,13,0,0,0,0,0,11743,0.0,1,93,146,43,False,0
DEF,Brentford,1.2,0,0,6,0,0.0,90,222,0,0,0.0,0.0,0,20,0,0,0,0,0,4009,0.0,1,73,105,43,True,0
DEF,Chelsea,4.2,0,0,31,1,1.4,501,223,0,0,1.7,15.8,90,17,0,0,0,0,0,9330,0.0,7,973,341,49,True,0
GK,Southampton,0.0,0,0,6,0,0.0,641,229,0,0,0.0,0.0,0,12,0,0,0,0,0,3357,0.0,1,77,396,44,True,0
MID,Aston Villa,3.5,0,0,25,1,10.8,50,225,0,0,2.4,12.0,90,8,0,0,0,0,0,169040,1.0,4,3294,12886,45,False,0
MID,Brentford,2.8,0,0,16,0,2.3,81,222,2,0,2.7,12.4,82,20,0,0,0,0,0,115623,12.0,3,779,6681,55,True,0
MID,Norwich,2.0,0,0,9,0,0.0,328,230,0,0,0.0,0.0,1,18,0,0,0,0,0,1228,0.0,2,48,72,47,False,0
DEF,Watford,9.0,0,0,19,0,3.0,676,230,2,0,1.0,3.0,83,15,0,0,0,0,0,12921,4.0,2,11146,751,45,True,0
DEF,Watford,9.0,0,3,39,1,23.6,676,164,0,0,4.9,25.8,90,5,0,0,0,0,0,12921,0.0,10,11146,751,45,False,0
FWD,Man City,2.0,0,0,6,0,0.0,663,229,0,0,0.0,0.0,0,16,0,0,0,0,0,753,0.0,1,16725,16715,50,False,0
FWD,Leicester,8.5,0,3,34,0,1.8,455,227,1,1,7.8,37.2,90,4,0,0,0,0,0,120539,39.0,10,36777,6643,71,True,0
MID,Southampton,1.0,0,0,17,0,11.6,339,229,1,0,2.6,14.0,81,12,0,0,0,0,0,10369,0.0,2,193,222,58,True,1
