position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,threat,total_points,transfers_in,transfers_out,value,was_home,yellow_cards
MID,Watford,1.0,0,0,6,0,0.0,399,230,0,0,0.0,0.0,0,15,0,0,0,0,0,255671,0.0,1,145,4955,58,True,0
MID,Watford,1.0,0,0,6,0,0.0,399,164,0,0,0.0,0.0,0,5,0,0,0,0,0,255671,0.0,1,145,4955,58,False,0
MID,Wolves,1.0,0,0,6,0,0.0,442,222,0,0,0.0,0.0,0,3,0,0,0,0,0,7117,0.0,1,0,86,45,False,0
DEF,Crystal Palace,0.0,0,0,6,0,0.0,540,224,0,0,0.0,0.0,0,11,0,0,0,0,0,8722,0.0,1,137,246,39,True,0
GK,Newcastle,6.5,0,2,36,1,0.0,295,226,0,0,3.2,32.4,90,10,0,0,0,0,4,46977,0.0,10,3333,2840,44,False,0
DEF,Everton,1.5,0,0,6,0,0.0,675,225,0,0,0.0,0.0,0,2,0,0,0,0,0,2597,0.0,1,818,652,50,True,0
DEF,Crystal Palace,0.0,0,0,6,0,0.0,493,224,0,0,0.0,0.0,0,11,0,0,0,0,0,7677,0.0,1,75,108,43,True,0
DEF,Man City,2.0,0,0,6,0,0.0,603,229,0,0,0.0,0.0,0,16,0,0,0,0,0,4046,0.0,1,98,110,39,False,0
GK,West Ham,3.7,0,0,6,0,0.0,408,228,0,0,0.0,0.0,0,13,0,0,0,0,0,301691,0.0,1,4972,19592,50,False,0
MID,Everton,1.0,0,0,6,0,0.0,164,225,0,0,0.0,0.0,0,2,0,0,0,0,0,59911,0.0,1,82,337,67,True,0
DEF,Everton,2.0,0,0,20,0,1.6,175,225,1,0,1.8,6.6,90,2,0,0,0,0,0,24061,10.0,2,364,135,49,True,1
DEF,Burnley,0.19999999999999996,0,0,6,0,0.0,451,221,0,0,0.0,0.0,0,1,0,0,0,0,0,7292,0.0,1,21,322,43,False,0
DEF,Burnley,0.19999999999999996,0,0,6,0,0.0,451,164,0,0,0.0,0.0,0,18,0,0,0,0,0,7292,0.0,1,21,322,43,True,0
MID,Arsenal,1.0,0,0,6,0,0.0,25,221,0,0,0.0,0.0,0,5,0,0,0,0,0,100,0.0,1,0,0,45,True,0
MID,Brentford,2.2,0,0,9,0,1.4,499,222,2,0,0.9,7.6,52,20,0,0,0,0,0,4951,0.0,2,40,595,49,True,0
DEF,Leicester,2.0,0,0,20,0,23.6,218,227,1,0,5.7,27.2,90,4,0,0,0,0,0,3989,6.0,3,1839,348,49,True,0
MID,West Ham,1.0,0,0,6,0,0.0,522,228,0,0,0.0,0.0,0,13,0,0,0,0,0,3879,0.0,1,0,32,45,False,0
DEF,Norwich,4.0,0,0,25,1,0.0,319,230,0,0,1.8,14.2,90,18,0,0,0,0,0,11399,4.0,7,1653,631,44,False,0
GK,Aston Villa,4.5,0,0,24,1,0.0,30,225,0,0,0.6,5.8,90,8,0,0,0,0,0,1120916,0.0,6,17873,21934,55,False,1
MID,Southampton,3.0,0,0,19,0,1.2,335,229,1,0,0.8,6.8,90,12,0,0,0,0,0,37907,0.0,3,476,1332,45,True,0
DEF,Newcastle,0.5,0,0,6,0,0.0,303,226,0,0,0.0,0.0,0,10,0,0,0,0,0,5118,0.0,1,37,171,43,False,0
MID,Chelsea,2.5,0,0,6,0,0.0,137,223,0,0,0.0,0.0,0,17,0,0,0,0,0,78348,0.0,1,3331,12282,79,True,0
DEF,Crystal Palace,0.0,0,0,6,0,0.0,158,224,0,0,0.0,0.0,0,11,0,0,0,0,0,3408,0.0,1,31,47,43,True,0
MID,Watford,2.4,0,0,12,0,32.0,381,230,1,0,4.8,7.8,58,15,0,0,0,0,0,9943,8.0,2,438,519,48,True,0
MID,Watford,2.4,0,0,5,0,4.4,381,164,0,0,1.3,2.0,20,5,0,0,0,0,0,9943,7.0,1,438,519,48,False,1
DEF,Leicester,2.5,0,0,22,0,1.0,217,227,1,0,2.9,27.8,90,4,0,0,0,0,0,136005,0.0,3,1985,1688,49,True,0
DEF,Man City,5.5,0,0,6,0,0.0,252,229,0,0,0.0,0.0,0,16,0,0,0,0,0,237501,0.0,1,3574,2192,52,False,0
GK,Aston Villa,1.0,0,0,6,0,0.0,596,225,0,0,0.0,0.0,0,8,0,0,0,0,0,5774,0.0,1,91,128,40,False,0
MID,Wolves,1.0,0,0,6,0,0.0,441,222,0,0,0.0,0.0,0,3,0,0,0,0,0,1791,0.0,1,48,59,64,False,0
FWD,Aston Villa,2.0,0,0,2,0,0.0,337,225,0,0,0.0,0.0,11,8,0,0,0,0,0,705534,0.0,1,27099,14242,77,False,1
DEF,Spurs,1.0,0,0,6,0,0.0,588,223,0,0,0.0,0.0,0,6,0,0,0,0,0,184726,0.0,1,8776,25008,50,False,0
FWD,Man City,3.0,0,0,10,0,2.1,263,229,0,0,2.0,0.6,30,16,0,0,0,0,0,618125,17.0,2,129099,162374,86,False,0
MID,Man Utd,2.5,0,0,22,1,33.8,285,228,0,0,6.2,10.6,90,19,0,0,0,0,0,31879,18.0,4,1935,3424,54,True,0
DEF,Arsenal,1.0,0,0,6,0,0.0,8,221,0,0,0.0,0.0,0,5,0,0,0,0,0,8623,0.0,1,84,108,42,True,0
MID,Brighton,1.0,0,0,6,0,0.0,537,227,0,0,0.0,0.0,0,9,0,0,0,0,0,2484,0.0,1,0,74,45,False,0
GK,Everton,1.0,0,0,6,0,0.0,571,225,0,0,0.0,0.0,0,2,0,0,0,0,0,5080,0.0,1,29,106,40,True,0
FWD,Brighton,1.0,0,0,6,0,0.0,500,227,0,0,0.0,0.0,0,9,0,0,0,0,0,4200,0.0,1,0,28,50,False,0
FWD,Everton,2.5,0,0,0,0,23.4,177,225,1,0,3.9,0.4,90,2,0,0,0,0,0,427094,15.0,2,23317,46796,79,True,1
MID,Leicester,1.0,0,0,6,0,0.0,647,227,0,0,0.0,0.0,0,4,0,0,0,0,0,180,0.0,1,11,20,45,True,0
FWD,Arsenal,3.1,0,0,6,0,0.0,694,221,0,0,0.0,0.0,0,5,0,0,0,0,0,0,0.0,1,0,0,45,True,0
MID,West Ham,2.7,0,0,6,0,0.0,582,228,0,0,0.0,0.0,0,13,0,0,0,0,0,4029,0.0,1,204,233,57,False,0
FWD,Everton,1.0,0,0,6,0,0.0,602,225,0,0,0.0,0.0,0,2,0,0,0,0,0,34852,0.0,1,2025,3737,45,True,0
DEF,Arsenal,2.0,0,0,6,0,0.0,590,221,0,0,0.0,0.0,0,5,0,0,0,0,0,337868,0.0,1,14149,20435,47,True,0
MID,Leeds,1.0,0,0,6,0,0.0,191,226,0,0,0.0,0.0,0,14,0,0,0,0,0,87943,0.0,1,61,1790,47,True,0
MID,Spurs,2.0,0,0,10,0,21.8,373,223,0,0,3.2,8.6,33,6,0,0,0,0,0,70600,2.0,2,111517,109996,44,False,0
FWD,Aston Villa,3.0,0,0,7,1,3.1,40,225,0,0,1.7,4.0,78,8,0,0,0,0,0,1182642,10.0,3,89340,96303,77,False,0
DEF,Brentford,2.0,0,0,16,0,5.5,91,222,2,0,4.6,16.4,90,20,0,0,0,0,0,319474,24.0,2,3290,10945,45,True,0
MID,Burnley,6.0,0,0,12,1,1.8,575,221,0,0,0.8,6.4,90,1,0,0,0,0,0,5854,0.0,4,2372,690,49,False,0
MID,Burnley,6.0,0,0,7,1,1.5,575,164,0,0,1.0,4.8,65,18,0,0,0,0,0,5854,4.0,4,2372,690,49,True,0
MID,Brentford,4.8,0,0,16,0,25.5,84,222,2,0,3.7,11.4,90,20,0,0,0,0,0,9595,0.0,3,238,483,50,True,0
DEF,Leeds,1.5,0,0,6,0,0.0,657,226,0,0,0.0,0.0,0,14,0,0,0,0,0,847,0.0,1,16684,16646,40,True,0
DEF,Spurs,1.0,0,0,23,0,0.7,367,223,2,0,2.7,24.0,90,6,0,0,0,0,0,287945,2.0,2,16559,20402,46,False,0
DEF,Newcastle,5.0,0,1,34,1,13.7,678,226,0,0,3.2,18.0,90,10,0,0,0,0,0,40921,0.0,8,14865,4127,50,False,0
GK,Newcastle,0.5,0,0,6,0,0.0,514,226,0,0,0.0,0.0,0,10,0,0,0,0,0,23970,0.0,1,181,656,40,False,0
MID,Brentford,4.5,1,0,27,0,22.5,96,222,2,0,6.9,28.6,90,20,0,0,0,0,0,108041,18.0,6,4469,9991,53,True,0
MID,Everton,3.0,0,0,21,0,1.4,173,225,1,0,2.8,18.8,64,2,0,0,0,0,0,139613,8.0,3,1621,12070,54,True,0
GK,Norwich,1.0,0,0,6,0,0.0,314,230,0,0,0.0,0.0,0,18,0,0,0,0,0,122372,0.0,1,793,7228,45,False,0
DEF,Norwich,2.0,0,0,11,0,0.3,327,230,0,0,0.3,2.4,20,18,0,0,0,0,0,4380,0.0,2,85,54,43,False,0
DEF,Newcastle,0.5,0,0,6,0,0.0,311,226,0,0,0.0,0.0,0,10,0,0,0,0,0,8378,0.0,1,161,196,42,False,0
GK,Crystal Palace,0.0,0,0,6,0,0.0,561,224,0,0,0.0,0.0,0,11,0,0,0,0,0,16040,0.0,1,75,637,40,True,0
MID,Man City,4.5,0,0,20,0,11.1,266,229,1,0,4.0,15.0,90,16,0,0,0,0,0,86192,14.0,3,4290,4160,55,False,0
DEF,West Ham,1.0,0,0,6,0,0.0,410,228,0,0,0.0,0.0,0,13,0,0,0,0,0,76690,0.0,1,0,1185,39,False,0
DEF,Man Utd,1.0,0,0,6,0,0.0,283,228,0,0,0.0,0.0,0,19,0,0,0,0,0,34100,0.0,1,0,1836,44,True,0
MID,Leicester,3.5,0,0,9,1,22.8,587,227,0,0,8.1,11.4,77,4,0,0,0,0,0,45686,47.0,4,113451,117143,60,True,0
MID,Chelsea,9.2,0,3,47,1,29.7,131,223,0,1,13.2,62.6,90,17,0,0,0,0,0,44323,40.0,12,3946,1945,73,True,0
GK,Chelsea,1.5,0,0,6,0,0.0,606,223,0,0,0.0,0.0,0,17,0,0,0,0,0,3669,0.0,1,102,191,40,True,0
MID,Liverpool,2.5,0,0,6,0,0.0,625,224,0,0,0.0,0.0,0,7,0,0,0,0,0,449,0.0,1,79,45,45,False,0
MID,West Ham,1.3,0,0,6,0,0.0,634,228,0,0,0.0,0.0,0,13,0,0,0,0,0,405,0.0,1,40,18,45,False,0
FWD,Leeds,1.0,0,0,6,0,0.0,189,226,0,0,0.0,0.0,0,14,0,0,0,0,0,270518,0.0,1,1174,3048,77,True,0
DEF,Leicester,1.0,0,0,6,0,0.0,645,227,0,0,0.0,0.0,0,4,0,0,0,0,0,1152,0.0,1,101,72,40,True,0
DEF,Arsenal,1.0,0,0,6,0,0.0,27,221,0,0,0.0,0.0,0,5,0,0,0,0,0,206,0.0,1,0,0,45,True,0
FWD,Everton,1.5,0,0,6,0,0.0,591,225,0,0,0.0,0.0,0,2,0,0,0,0,0,17932,0.0,1,460,2177,60,True,0
MID,Leicester,2.5,0,0,10,0,0.3,202,227,1,0,0.8,7.4,26,4,0,0,0,0,0,10784,0.0,2,129,198,52,True,0
MID,Wolves,3.0,0,0,6,0,0.0,689,222,0,0,0.0,0.0,0,3,0,0,0,0,0,125,0.0,1,115,24,55,False,0
DEF,Burnley,0.0,0,0,6,0,0.0,103,221,0,0,0.0,0.0,0,1,0,0,0,0,0,15288,0.0,1,126644,123319,40,False,0
DEF,Burnley,0.0,0,0,6,0,0.0,103,164,0,0,0.0,0.0,0,18,0,0,0,0,0,15288,0.0,1,126644,123319,40,True,0
FWD,Leicester,1.0,0,0,6,0,0.0,205,227,0,0,0.0,0.0,0,4,0,0,0,0,0,878587,0.0,1,643,75640,103,True,0
GK,Liverpool,6.5,0,0,22,0,0.0,231,224,1,0,3.2,32.2,90,7,0,0,0,0,4,662516,0.0,4,19126,10145,60,False,0
MID,Aston Villa,7.0,0,2,33,1,1.8,43,225,0,1,11.0,59.4,90,8,0,0,0,0,0,89212,49.0,11,5875,3246,62,False,0
MID,Newcastle,1.0,0,0,6,0,0.0,308,226,0,0,0.0,0.0,0,10,0,0,0,0,0,19606,0.0,1,162,644,51,False,0
MID,West Ham,5.3,0,0,20,0,3.8,423,228,1,0,2.7,4.6,90,13,0,0,0,0,0,131074,19.0,3,6094,5049,60,False,0
MID,Brighton,1.0,0,0,6,0,0.0,538,227,0,0,0.0,0.0,0,9,0,0,0,0,0,399,0.0,1,0,4,45,False,0
GK,Brighton,1.0,0,0,6,0,0.0,688,227,0,0,0.0,0.0,0,9,0,0,0,0,0,105,0.0,1,100,19,40,False,0
MID,Everton,1.5,0,0,12,0,16.3,482,225,1,0,2.4,5.2,55,2,0,0,0,0,0,233516,2.0,2,1825,9448,52,True,0
MID,Newcastle,6.5,0,3,37,1,1.1,291,226,0,1,6.8,52.4,90,10,0,0,0,0,0,8102,14.0,12,546,1031,53,False,0
DEF,Spurs,3.0,0,0,17,0,1.3,360,223,2,0,3.0,10.2,90,6,0,0,0,0,0,22110,18.0,2,635,346,47,False,0
MID,Everton,1.0,0,0,6,0,0.0,504,225,0,0,0.0,0.0,0,2,0,0,0,0,0,2865,0.0,1,37,50,44,True,0
MID,Newcastle,0.5,0,0,6,0,0.0,609,226,0,0,0.0,0.0,0,10,0,0,0,0,0,1648,0.0,1,97,83,45,False,0
DEF,Southampton,0.0,0,0,6,0,0.0,546,229,0,0,0.0,0.0,0,12,0,0,0,0,0,46149,0.0,1,1172,1151,39,True,0
DEF,Brentford,1.0,0,0,6,0,0.0,87,222,0,0,0.0,0.0,0,20,0,0,0,0,0,133101,0.0,1,127007,132331,39,True,0
DEF,Chelsea,2.5,0,0,7,0,0.3,122,223,0,0,0.2,1.2,3,17,0,0,0,0,0,1031872,0.0,2,23173,80232,57,True,0
MID,Brentford,1.0,0,0,6,0,0.0,82,222,0,0,0.0,0.0,0,20,0,0,0,0,0,770,0.0,1,17,16,53,True,0
MID,Everton,1.0,0,0,8,0,14.6,171,225,0,0,2.7,12.2,39,2,0,0,0,0,0,315046,0.0,1,1728,24842,44,True,1
DEF,Man City,1.0,0,0,6,0,0.0,264,229,0,0,0.0,0.0,0,16,0,0,0,0,0,71565,0.0,1,45,8632,53,False,0
DEF,Liverpool,1.8,0,0,6,0,0.0,241,224,0,0,0.0,0.0,0,7,0,0,0,0,0,12114,0.0,1,15,113,42,False,0
FWD,Southampton,0.7,0,0,6,0,0.0,525,229,0,0,0.0,0.0,0,12,0,0,0,0,0,146174,0.0,1,1299,9571,58,True,0
FWD,Norwich,6.7,0,3,69,1,13.4,516,230,0,2,13.6,76.6,90,18,0,0,0,0,0,12196,46.0,14,912,618,54,False,0
DEF,Burnley,0.0,0,0,6,0,0.0,99,221,0,0,0.0,0.0,0,1,0,0,0,0,0,51010,0.0,1,406,815,39,False,0
DEF,Burnley,0.0,0,0,6,0,0.0,99,164,0,0,0.0,0.0,0,18,0,0,0,0,0,51010,0.0,1,406,815,39,True,0
FWD,Norwich,1.0,0,0,6,0,0.0,649,230,0,0,0.0,0.0,0,18,0,0,0,0,0,5029,0.0,1,0,925,45,False,0
MID,Liverpool,3.0,0,0,8,0,0.0,221,224,0,0,0.2,2.2,1,7,0,0,0,0,0,7553,0.0,2,114,219,49,False,0
MID,Leicester,1.0,0,0,6,0,0.0,646,227,0,0,0.0,0.0,0,4,0,0,0,0,0,333,0.0,1,35,34,45,True,0
GK,Aston Villa,1.0,0,0,6,0,0.0,28,225,0,0,0.0,0.0,0,8,0,0,0,0,0,242458,0.0,1,13469,8636,39,False,0
DEF,Chelsea,3.5,0,0,6,0,0.0,690,223,0,0,0.0,0.0,0,17,0,0,0,0,0,138,0.0,1,128,23,45,True,0
MID,West Ham,1.0,0,0,6,0,0.0,406,228,0,0,0.0,0.0,0,13,0,0,0,0,0,62389,0.0,1,111,3743,44,False,0
MID,Spurs,0.5,0,0,6,0,0.0,668,223,0,0,0.0,0.0,0,6,0,0,0,0,0,957,0.0,1,16704,16120,44,False,0
DEF,Leeds,1.0,0,0,6,0,0.0,562,226,0,0,0.0,0.0,0,14,0,0,0,0,0,8140,0.0,1,0,435,39,True,0
FWD,Arsenal,1.0,0,0,6,0,0.0,4,221,0,0,0.0,0.0,0,5,0,0,0,0,0,129198,0.0,1,106,3751,96,True,0
GK,Wolves,5.0,0,0,13,0,0.0,475,222,1,0,0.8,8.2,90,3,0,0,0,0,0,666350,0.0,2,128610,12417,52,False,1
GK,Southampton,2.3,0,0,24,0,0.0,333,229,1,0,3.4,34.2,90,12,0,0,0,0,4,66974,0.0,4,3204,2465,44,True,0
DEF,Aston Villa,4.0,0,0,25,1,1.2,44,225,0,0,1.4,13.2,90,8,0,0,0,0,0,400893,0.0,6,20929,18716,51,False,1
FWD,Newcastle,5.5,0,0,15,1,53.2,307,226,0,0,9.4,15.4,90,10,0,0,0,0,0,1148176,25.0,2,235242,29514,67,False,1
DEF,Everton,1.0,0,0,6,0,0.0,544,225,0,0,0.0,0.0,0,2,0,0,0,0,0,34189,0.0,1,218,3687,40,True,0
DEF,Crystal Palace,1.0,0,0,8,0,0.2,474,224,3,0,0.8,7.6,90,11,0,0,0,0,0,22518,0.0,1,362,868,45,True,1
MID,Norwich,4.3,1,0,21,1,29.3,449,230,0,0,6.4,19.4,90,18,0,0,0,0,0,8519,15.0,7,975,364,52,False,0
DEF,West Ham,7.3,0,1,30,1,1.4,418,228,0,0,1.3,12.0,69,13,0,0,0,0,0,570858,0.0,8,9255,34270,47,False,0
MID,Everton,1.0,0,0,6,0,0.0,163,225,0,0,0.0,0.0,0,2,0,0,0,0,0,40550,0.0,1,295,4802,43,True,0
DEF,West Ham,1.0,0,0,6,0,0.0,682,228,0,0,0.0,0.0,0,13,0,0,0,0,0,175,0.0,1,55,14,40,False,0
DEF,West Ham,1.0,0,0,6,0,0.0,425,228,0,0,0.0,0.0,0,13,0,0,0,0,0,316711,0.0,1,4273,17567,40,False,0
MID,Arsenal,5.0,0,0,22,1,29.6,21,221,0,0,7.9,8.2,76,5,0,0,0,0,0,1496964,41.0,4,16306,224078,59,True,0
DEF,Spurs,1.0,0,0,6,0,0.0,355,223,0,0,0.0,0.0,0,6,0,0,0,0,0,1610,0.0,1,0,4,50,False,0
MID,Liverpool,2.0,0,0,6,0,0.0,620,224,0,0,0.0,0.0,0,7,0,0,0,0,0,527,0.0,1,27,28,45,False,0
GK,Norwich,1.0,0,0,6,0,0.0,666,230,0,0,0.0,0.0,0,18,0,0,0,0,0,1018,0.0,1,16643,16117,40,False,0
FWD,Newcastle,2.0,0,0,12,0,11.4,310,226,0,0,5.2,9.0,41,10,0,0,0,0,0,54936,32.0,2,2193,6097,58,False,0
GK,Newcastle,0.5,0,0,6,0,0.0,294,226,0,0,0.0,0.0,0,10,0,0,0,0,0,29674,0.0,1,366,687,45,False,0
MID,Leicester,3.0,0,0,17,0,4.1,505,227,1,0,3.4,19.2,90,4,0,0,0,0,0,16860,11.0,3,2553,2009,44,True,0
FWD,Crystal Palace,1.0,0,0,8,0,0.0,149,224,1,0,0.0,0.0,13,11,0,0,0,0,0,144888,0.0,2,1288,17079,62,True,0
MID,Man City,1.0,0,0,6,0,0.0,254,229,0,0,0.0,0.0,0,16,0,0,0,0,0,204678,0.0,1,688,35616,86,False,0
MID,Spurs,1.0,0,0,6,0,0.0,363,223,0,0,0.0,0.0,0,6,0,0,0,0,0,94879,0.0,1,450,2590,62,False,0
MID,Brentford,1.0,0,0,6,0,0.0,479,222,0,0,0.0,0.0,0,20,0,0,0,0,0,6223,0.0,1,32,484,49,True,0
MID,West Ham,1.0,0,0,6,0,0.0,652,228,0,0,0.0,0.0,0,13,0,0,0,0,0,402,0.0,1,16705,16622,44,False,0
FWD,Burnley,3.0,0,0,11,1,12.2,104,221,0,0,2.5,7.6,82,1,0,0,0,0,0,49390,5.0,3,3490,2296,52,False,0
FWD,Burnley,3.0,0,0,6,0,10.3,104,164,0,0,1.3,0.0,24,18,0,0,0,0,0,49390,4.0,2,3490,2296,52,True,0
GK,Brentford,1.0,0,0,6,0,0.0,92,222,0,0,0.0,0.0,0,20,0,0,0,0,0,652,0.0,1,0,10,40,True,0
MID,Norwich,1.0,0,0,6,0,0.0,316,230,0,0,0.0,0.0,0,18,0,0,0,0,0,39,0.0,1,0,0,50,False,0
DEF,Southampton,1.0,0,0,6,0,0.0,491,229,0,0,0.0,0.0,0,12,0,0,0,0,0,988502,0.0,1,598,175051,43,True,0
GK,Spurs,1.0,0,0,6,0,0.0,352,223,0,0,0.0,0.0,0,6,0,0,0,0,0,1550,0.0,1,0,4,45,False,0
MID,Burnley,5.0,0,0,16,1,33.2,107,221,0,0,4.8,14.8,90,1,0,0,0,0,0,28384,0.0,3,5251,1379,53,False,1
MID,Burnley,5.0,0,0,17,1,17.8,107,164,0,0,2.9,5.0,90,18,0,0,0,0,0,28384,6.0,4,5251,1379,53,True,0
MID,Wolves,1.0,0,0,6,0,0.0,687,222,0,0,0.0,0.0,0,3,0,0,0,0,0,85,0.0,1,67,11,45,False,0
FWD,Aston Villa,1.0,0,0,6,0,0.0,568,225,0,0,0.0,0.0,0,8,0,0,0,0,0,111705,0.0,1,5342,8507,45,False,0
DEF,Burnley,0.5,0,0,6,0,0.0,113,221,0,0,0.0,0.0,0,1,0,0,0,0,0,34264,0.0,1,172,3142,44,False,0
DEF,Burnley,0.5,0,0,6,0,0.0,113,164,0,0,0.0,0.0,0,18,0,0,0,0,0,34264,0.0,1,172,3142,44,True,0
MID,Norwich,1.0,0,0,6,0,0.0,581,230,0,0,0.0,0.0,0,18,0,0,0,0,0,10353,0.0,1,43,883,45,False,0
MID,Brentford,1.0,0,0,6,0,0.0,97,222,0,0,0.0,0.0,0,20,0,0,0,0,0,5857,0.0,1,120,176,44,True,0
DEF,Everton,2.0,0,0,16,0,0.3,178,225,1,0,0.8,7.2,90,2,0,0,0,0,0,37844,0.0,3,463,1484,42,True,0
DEF,Southampton,0.0,0,0,6,0,0.0,338,229,0,0,0.0,0.0,0,12,0,0,0,0,0,4757,0.0,1,34,34,44,True,0
DEF,Southampton,1.0,0,0,11,0,0.0,567,229,0,0,0.8,8.4,19,12,0,0,0,0,0,1848,0.0,2,28,35,44,True,0
MID,Everton,2.5,0,0,18,0,57.4,503,225,0,0,8.2,14.6,34,2,0,0,0,0,0,78500,10.0,2,14549,13272,45,True,0
FWD,Newcastle,2.5,0,0,9,1,24.2,109,226,0,0,7.7,2.6,90,10,0,0,0,0,0,137036,50.0,3,125344,117573,67,False,0
DEF,Wolves,4.5,1,0,26,0,14.5,437,222,1,0,7.5,31.8,90,3,0,0,0,0,0,243514,29.0,6,20585,9433,48,False,0
MID,Crystal Palace,0.0,0,0,6,0,0.0,543,224,0,0,0.0,0.0,0,11,0,0,0,0,0,3122,0.0,1,41,110,45,True,0
GK,Southampton,0.0,0,0,6,0,0.0,637,229,0,0,0.0,0.0,0,12,0,0,0,0,0,3055,0.0,1,664,236,39,True,0
DEF,Wolves,1.0,0,0,6,0,0.0,431,222,0,0,0.0,0.0,0,3,0,0,0,0,0,144169,0.0,1,773,32538,50,False,0
